metric_A,metric_B,action_taken
1.2212275791875744,8.719692136816786,0
7.448652973471118,4.664253999718292,0
4.225949699297519,4.437819249698189,1
7.332528685020363,8.126656504682558,0
2.6824750472978947,1.1190402507700115,0
0.8313714653440042,2.720244203235966,0
6.097840565801788,6.57304986347769,1
-2.7382999267183745,2.5105267724752185,0
2.197711414620214,1.750680907966235,0
6.893600295403561,6.2102478744421195,1
1.9214046838192795,6.362650423297219,1
6.480192924223639,-1.9052881806567241,0
1.5714722595763813,11.119459464499212,0
8.382694278088959,7.843038795333256,0
5.718912638068296,0.9836884759422923,0
1.5703338957578166,0.16968061686604807,0
4.800962516572714,5.374607537751168,1
-0.2252970995331588,7.951804318532095,0
4.936308228758951,10.622294346905488,0
10.433741701364058,5.661631514487282,0
3.3988567321310987,-0.22447830753449474,0
7.12335820303406,7.006687003653774,1
1.3331127487588756,5.732735009279522,0
2.050442706593909,13.005114525397754,0
10.665562525885976,8.118411459097754,0
6.1588042987462615,7.519706206209534,0
4.6872972314143135,4.717335155632083,1
2.189810262965088,8.683509306675504,0
10.405808069678196,1.772364140972647,0
0.027006634943442853,8.869397682392886,0
3.934918357799931,4.486503045272137,1
6.960362622303223,6.203870712452624,1
8.264170867661361,8.473403976688656,0
3.282387779772848,8.545407224281247,0
10.878339347309867,4.804327555489683,0
4.923795860329726,3.452868846392305,1
-0.0008031622007755868,1.8617574417177147,0
3.975095586722894,5.534754500606352,1
2.9012052542582847,8.694464802209923,0
0.9372841416134621,9.797383801635604,0
4.876986354412522,1.4757035207038607,0
4.766076037312563,4.321002898512657,1
0.7526798131555266,5.305891263747737,0
7.227757255791013,5.609507889945704,1
-2.146697929579404,4.9091885657689955,0
0.9163307663984046,6.579466578018866,1
9.40870350697276,4.515798499065757,0
3.6904206696691193,2.196059250381392,1
1.889929001328873,5.038329810788062,1
7.451289394397007,4.333962867455804,1
-2.367794045166532,7.5471407949284615,0
-0.1340281465732367,0.4590630427308418,0
7.739829349066976,11.994710527961931,0
4.157354657339906,11.615544577546393,0
5.987330474699192,4.422552953730957,1
8.735526164636354,2.7130722938558796,0
3.5791653460556425,4.274540162041692,1
6.243114044310887,1.3394602979660846,0
3.500649669315461,5.636500133560436,1
3.3388981242018274,4.919204005125129,1
4.044129627743384,6.845318546757477,1
1.1309831797725762,-0.46074135540559813,0
9.004854698193835,0.604645569074395,0
4.882055452290268,2.1085429937703117,1
4.49142541868455,3.846720402588763,1
3.719602265318918,0.09159161440309838,0
3.8985460540449894,5.870172102392871,1
1.1670598636869909,2.7474265795347637,0
6.8413723143908225,10.397761609367661,0
2.8985694203529957,5.300962391769962,1
2.9254004771659545,12.99053756863529,0
6.66501610465155,4.58240329635859,1
5.545137657439698,11.381446575480197,0
6.667068727487956,7.7960205996745895,1
7.695603234288,4.772971814690284,1
-0.1531593311669993,0.25414168692812467,0
7.288188337591334,3.924093332118553,1
10.273930023949537,-0.22742167909255284,0
-1.0564204728603874,-0.3354782927635556,0
6.362981002232564,3.8573038185693127,1
9.04100170589522,3.1595568724933116,0
6.185396931843174,7.203542060714808,1
9.471939385955475,4.461843696117323,0
11.60841027433146,4.73390946498862,0
6.811979254024493,-0.9433579731453405,0
4.610390092296157,4.585101628839717,1
3.6888586912791927,7.4110565033948,1
7.657659081412911,3.6969894388773032,1
-0.28598023666598527,-0.647595999367848,0
10.517917630740309,7.18952475587867,0
3.0447531406993003,11.901108287052443,0
5.741653004686118,0.7725093700432171,0
9.14549091406843,2.834707429554772,0
5.3675249661084905,3.246768786004585,1
3.548075641703038,5.9242073187339175,1
10.461578503080087,3.0418916500486324,0
12.707873468631348,3.4424376892559865,0
2.3943820281071555,1.534439710509433,0
6.0113256854353745,8.87943050841827,0
4.047769301068389,-3.0392445686563536,0
6.99487344832022,5.111892379051465,1
6.237135913574597,7.963174395663244,0
6.531327780842189,7.579128671047597,0
3.759257389946585,-1.7520927186149187,0
10.692604715093635,6.477365565490288,0
6.671790910163542,4.870062166412999,1
5.8080625784149,8.07623415923293,1
12.719595272742094,4.243316262264706,0
0.7663248428811213,4.64501175594119,0
6.30889407358851,2.7761247670483784,1
9.60429612468818,2.991870844196567,0
4.827143333875769,0.05222841986172916,0
1.242846034206048,0.7932801032669592,0
6.005199201726158,3.3793382828251115,1
-0.7334176345017915,7.294379345321994,0
6.890691913854541,13.010770642541383,0
5.28624635492446,8.764817851374753,0
1.503099735056166,3.148908946526358,1
5.5797323587790615,4.435050112846698,1
4.554445859140794,11.538522199799694,0
6.3880342674226895,2.0603024330755173,0
6.018561337082418,9.121657053479458,0
10.512788283609943,8.425353267543175,0
11.11432663646706,7.531674249752657,0
5.250790517791713,7.669011875660734,1
2.5546007400195885,-1.53421704767237,0
2.9051206756762076,3.6473404312852318,1
5.7447727625146126,8.970263192958479,0
9.411279281210165,4.001829126018173,0
3.5729056682993456,6.959521878497748,1
7.140694123028984,10.09840246177192,0
5.666377325652505,5.493753609526047,1
1.9777318419032524,4.330995114361291,1
0.11263163352277575,1.1775970333193617,0
9.625682284356113,8.957051450261076,0
7.5691950530835514,0.09357611163629032,0
1.3287579453862997,4.8924123936714805,1
11.814827483661293,2.976011983595818,0
6.164270646401108,5.13707691785402,1
2.6072929706026615,11.017180854347352,0
3.5753309904243116,4.700680738344257,1
1.4574432069737044,0.9586404558064957,0
2.9052481426839387,0.940354099050958,0
6.754073999820003,5.151876046590901,1
6.948726904847998,8.291676756618424,0
6.85393152611147,0.2521788424883554,0
-0.7679477566513868,4.639645300222384,0
5.323714213069616,7.204952087185816,1
3.5011206198506355,5.879991290010084,1
3.1405400809513795,2.062554531203934,0
3.411759217238693,9.915543167564614,0
2.1975498151490367,3.7223647232842474,0
-1.2272885757941656,2.7875299883043576,0
2.350415178314151,7.740325536477277,0
0.16585428911808142,4.765649732358706,0
4.000652868659648,9.710505744483836,0
9.194030722076324,2.699087370872075,0
5.909590172523578,5.789586360557068,1
7.191367429606437,7.790690053637718,0
12.204626024231107,7.743936940412156,0
7.328503730269855,5.646887492351082,1
8.456407427549,8.873585658071294,0
3.8731159759532936,1.0732395796549483,0
6.1492543677969795,3.66919517141025,1
4.863387897169276,6.429126601471482,1
2.6269815743230818,6.428726775863378,1
2.8879200048097964,1.1336286234072197,0
10.31200795887882,9.888815743208443,0
0.916400665224474,4.293430451376186,0
5.822127664744372,4.305721846453858,1
5.21931659281895,4.558605732776251,1
1.3904657434251262,3.25852714209777,0
10.848497793491529,2.156067847218091,0
0.09564685058908029,1.7545327237042705,0
3.43151722862144,6.83255260105393,1
5.280655676554977,1.8432555800763792,1
4.601071324335049,4.311542692634226,1
8.132447271321988,2.770589845033308,0
5.159873592674319,11.049954107679085,0
2.4589160606963936,2.269431592828557,0
7.7027645586156455,11.270493707816728,0
6.48835064448477,6.255755433394553,1
4.1585824400014,0.354878860172518,0
1.8933855727512272,4.017579186994831,0
6.8701338711278614,7.528365138499829,0
3.1975806014046633,10.650710488650397,0
5.566467623190657,7.581312249423517,1
10.038189604464781,6.418297326112377,0
8.217106576914196,3.694157515602797,1
3.9667772422599565,5.059800731511645,1
1.5290473595389709,6.0188226640434355,0
3.5614901191632864,5.212849628277292,1
9.324716186359112,6.979296721011453,0
3.2821898825445173,8.24087059938543,1
0.36241602078071256,4.4339975051095,0
9.25074979230836,9.760591537472733,0
5.952814502275835,3.1005547150908264,1
2.90623675530573,5.563777878783394,1
4.715315160525617,4.06526392030588,1
10.865828788455882,5.831471765382349,0
0.1153645970649615,3.215783496943265,0
12.533578278468276,5.5262592971883615,0
6.37348480923802,6.289401166451516,1
3.229539608688209,8.226102344900223,0
-2.1345193866900796,6.34133526249561,0
4.7391021605045305,5.871624668067092,1
8.052412217522871,7.853753387336726,0
7.079207338604404,5.054377605057396,1
8.562686740502084,7.786979363649183,0
7.389532154600478,6.639414199703362,1
3.394734692282271,2.399601213372358,1
8.846027129461751,-1.7107378199890269,0
5.20488004661175,8.257092554252107,0
10.94469822683935,5.4272146606608125,0
6.995480163651291,8.327943304326809,0
0.8074325909756188,3.706657854325806,0
-1.1501995285755848,6.161155908125136,0
11.738122276095691,2.9659633062145807,0
11.357076082234196,1.376361987613712,0
2.555755690403743,3.604667198666822,1
3.9714162607921697,12.305998777079687,0
-0.9318082338568683,2.0945534056052533,0
-0.44860088494069306,11.09072472352432,0
7.080973417941444,5.443720919653345,1
