Rainfall_mm,Fertilizer_kg_ha,Yield_tons_ha
749.6714153011233,96.37655202417376,6.816293558776248
686.1735698828816,30.905758332661826,4.777932156719562
764.7688538100692,21.542263633640758,6.1311909585230815
852.3029856408025,28.282793369680814,5.047023873952841
676.5846625276664,174.86080835761285,7.731765354927324
676.586304305082,15.498652748696905,3.2776813147628996
857.9212815507392,101.07806248921152,6.808865840019228
776.7434729152909,225.9599105742688,7.877786731889424
653.0525614065048,88.30444995461343,7.3538949618467555
754.2560043585964,228.99242315403896,8.945345886404263
653.6582307187538,223.64011146211658,7.50012036363632
653.4270246429743,73.7481397899649,6.789125265361482
724.1962271566034,218.64665402782364,8.923991666373963
508.6719755342202,224.33299148163022,7.0715272243533205
527.5082167486967,119.23617770010806,5.483981029585377
643.7712470759027,63.12614512245547,5.825444905279038
598.7168879665576,156.38124206756072,7.432927620088806
731.4247332595273,276.4192764000589,7.485621425975084
609.197592447879,191.8850197296186,7.905043096396107
558.7696298664708,51.87674928817836,5.5412420258226875
846.5648768921554,204.82707742005596,9.17626056422153
677.4223699513465,128.16090818455038,7.659522336323323
706.7528204687924,177.4586392066119,8.636063657093423
557.5251813786543,220.21921050693237,7.293568307002364
645.5617275474817,154.48420545433345,7.888115879174291
711.0922589709866,244.1951923719926,7.94554646641477
584.9006422577697,216.64667379498835,7.119422147162362
737.5698018345672,184.5220020055532,9.2605802362555
639.9361310081194,45.237844749705445,4.071611023889833
670.8306250206723,250.7847332734705,8.713292583516001
639.8293387770603,280.7716755959448,7.495284388492946
885.2278184508938,41.089537142788444,6.185401201877897
698.6502775262067,146.47233883002917,8.118881277280673
594.2289071044099,77.66662259115135,4.907269778081824
782.2544912103189,226.3569922276694,7.951969136547282
577.9156350028977,216.48889080141,6.885701221732565
720.8863595004756,42.265536171119614,5.7836938272859495
504.03298761202245,263.10818137849117,6.6432780346965785
567.1813951101569,54.29191919340069,6.62258437364825
719.6861235869123,239.17770769443223,9.624548420696891
773.8466579995411,137.09410788840145,6.594620305704686
717.1368281189971,98.48168806744538,7.463559930518195
688.435171761176,47.471778802264055,6.535609014159342
669.8896304410712,50.28427684398882,6.262372590878462
552.1478009632573,198.5671664102701,6.864288217818055
628.0155791605291,165.12911638413615,7.487264456952012
653.9361229040212,36.625626495369815,4.94098715334423
805.7122226218916,33.80935813149756,5.889550252370287
734.3618289568461,21.69317243183744,4.698198821920597
523.6959844637266,223.13020421206323,7.1786487145168465
732.4083969394795,213.56462556878677,7.162069952356168
661.4917719583683,17.529297256372544,5.007943889248189
632.3077999694042,168.0810226790919,6.761264778380382
761.1676288840868,25.40284657280697,5.969007347220127
803.099952249595,271.1237311826825,8.248182552906172
793.1280119116199,272.1352257540397,8.927845771972082
616.0782476777362,209.46989694393903,8.510516578550146
669.0787624148785,277.856676431835,9.293192367016594
733.1263431403564,243.43590912410716,6.456500092184628
797.5545127122359,248.56157277811482,8.059250138712072
652.082576215471,170.91235517097996,7.574923033585304
681.4341023336183,91.81775946485277,7.0887715647512595
589.3665025993972,65.33973453492648,4.5158613255796185
580.3793375919329,98.16000661167875,5.6285275150930785
781.2525822394198,188.54862902671863,8.581128071243368
835.6240028570824,51.79696074971968,6.777725410424806
692.7989878419667,77.59207099119648,6.7990501638488325
800.3532897892024,140.41825883863933,8.642888420884887
736.1636025047634,69.91502955738467,6.833064428508408
635.4880245394876,176.59310091481848,7.875867812000694
736.1395605508415,276.95280853689894,8.47640824982278
853.8036566465969,224.42680971093793,9.416444219948133
696.4173960890048,199.9279842446739,6.402450949011202
856.4643655814007,174.81644279513364,9.990204828725698
438.0254895910256,146.38437277711947,4.964453365337275
782.1902504375224,55.969157890397916,5.720963047317201
708.7047068238171,268.41313662805965,8.110279209887596
670.0992649534132,74.5608006038509,6.846172005161466
709.1760776535502,27.392663273448225,3.3472834856370026
501.24310853991074,225.00455376860856,7.1351314072803955
678.0328112162488,52.684660299349915,6.538153541630043
735.7112571511747,111.5687998623528,8.155820870024288
847.7894044741516,8.485478487293918,5.385659348243542
648.1729781726352,41.12038276213442,5.3376460808895905
619.1506397106813,51.96108922797362,5.172863886443409
649.8242956415463,16.323038325053385,4.781076254564236
791.5402117702074,196.99708698685356,7.777825319778419
732.8751109659685,251.10233874093518,7.699641110458524
647.0239796232961,111.99462190978228,7.300795027833402
751.3267433113356,262.37294301546024,8.580091132542154
709.707754934804,64.00397236803795,6.697308102727634
796.8644990532889,97.61712706837184,7.597175828909509
629.7946906122647,45.22109790935052,6.081649362109031
667.2337853402232,186.16775862569958,8.567164942568763
660.7891846867842,125.96087726109205,6.016876003756185
553.6485051867882,183.9850040525696,6.6954802962283075
729.6120277064576,228.50247161825507,8.131533113651269
726.1055272179889,163.71090480988454,8.140941301594207
700.511345664246,188.28910647053635,7.576567010898779
676.5412866624853,280.5750943182999,8.827874375190255
558.4629257949586,89.71929288265294,7.571661762845801
657.9354677234641,107.74918159018594,7.084282437107339
665.728548347323,215.31100851280107,8.022520532910876
619.7722730778381,183.39165511661602,8.30273686695067
683.8714288333991,53.559871361914446,4.591174755002708
740.4050856814538,112.84419300314705,7.4802609937990185
888.618590121053,140.3514039374145,9.484397898454192
717.4577812831839,125.8169513905168,7.121262436325421
725.7550390722764,53.48244249661224,5.278503610367153
692.5554084233833,277.32902753527867,8.07808088961264
508.1228784700959,228.69562850819275,7.152491574465424
697.3486124550783,144.40674963235568,7.193388843485912
706.0230209941027,204.01830849205098,9.71027267899283
946.3242112485286,269.18480164065653,9.110968373767998
680.7639035218878,40.852242708471366,4.855619858208939
730.1547342333613,75.11191521209331,6.5827959861057135
696.5288230294757,162.81037417699352,8.689160341779733
583.1321962380468,239.7031114057076,7.608127890750323
814.2822814515021,10.876468632458213,6.153136219939676
775.1933032686774,295.20544505890814,8.012744460711335
779.1031947043047,136.47198086471914,9.24072192561854
609.0612545205261,107.76934218651691,7.1219763872718005
840.2794310936099,87.81733135193156,8.243519959164887
559.8148937207719,52.30701229526149,5.6190851888654665
758.685709380027,237.47217267900837,9.08703592055474
919.0455625809979,286.624249423829,8.713686891994728
600.9463674869312,124.09342645361946,6.618042553989874
643.3702270397227,285.72620842603686,8.99816399871771
709.9651365087641,247.13928463051025,9.413910712267814
649.6524345883801,144.31533824289548,6.774269738010503
544.9336568933868,202.20785373783983,7.516386042840473
706.8562974806027,130.49525375113888,7.320978712061871
593.7696286273895,167.61702246376572,6.981308586040832
747.3592430635182,17.413901105551144,5.798704008945202
608.0575765766197,208.87904259015994,8.513768167337474
854.993440501754,15.847393345241013,6.430661924376735
621.6746707663763,245.12548407589486,7.558989984544395
667.7938483794325,247.48407883816725,8.420083284524866
781.351721736967,71.12318626686438,6.559240203836446
576.9135683566045,97.09883431074007,6.635630253545775
722.7459934604129,144.39311356748797,9.048941513993624
830.7142754282428,178.99887207974444,7.153699376825081
539.2516765438772,86.20609852259902,6.518319577076392
718.4633858532304,177.74592138957752,6.993517580867456
725.9882794248424,89.33612196878966,7.837909619408351
778.182287177731,16.647216321318204,5.246086554910375
576.3049289121918,0.7582649495726845,3.4834364103475495
567.9543386915724,30.34531737552858,5.468129961284995
752.1941565616897,237.67521004920548,8.709448750263668
729.6984673233186,288.42939371500114,7.675960946825352
725.0492850345877,128.08985978436579,6.747293802983958
734.6448209496975,153.80518603498282,8.040223361199992
631.9975278421509,44.05445072202784,4.638011441022914
723.2253697161003,165.30940580404712,7.350640930495875
729.3072473298681,43.39647060209305,6.101181241507278
628.5648581973633,183.364299359649,6.985149164014791
886.5774511144757,279.97760027425613,9.512746923640798
747.3832920911788,58.70956179091188,7.528715393186738
580.8696502797352,229.3691154171306,7.451669921057501
765.655360863383,7.050726845497213,5.566904637716047
602.5318329772679,112.64917239648629,8.27921516244268
778.7084603742452,33.22455234915272,5.167332510821271
815.8595579007404,105.74263247870984,8.587576835463455
617.931768164829,52.061075891665055,6.434023557091807
796.3376129244322,111.99149703686622,8.362256009739822
741.2780926936498,125.2568418322591,8.680338188162905
782.2060159994489,90.17733683427551,7.4250080411517185
889.6792982653948,196.98658484193874,8.605172539311402
675.4611883997129,275.6556153776729,8.949547141169335
624.626383564251,120.17861223158171,7.87633582123756
611.0485570374476,57.70294694250643,6.538287150157332
618.4189715034562,81.21682745879501,6.249807968432609
692.2898290585896,256.2002470489107,7.636703754180774
734.1151974816644,171.49191698104437,8.357081511954119
727.6690799330019,136.50330969208719,8.57508410668263
782.7183249036024,44.89101645267801,7.079675795966546
701.3001891877907,134.91819249713458,7.382607700575699
845.3534077157317,83.547601007216,7.634248730818521
673.5343166762044,282.94893835600476,7.151985731728565
972.0169166589619,265.2210328247194,10.329239226198636
762.5667347765007,25.1707625484594,5.228767357307893
614.2842443583718,154.99604677837286,8.170354835027265
592.9107501938888,67.51750365440162,4.952925391014855
748.2472415243185,123.23312685728717,8.479460674592842
677.6537214674149,263.0543994754369,8.355753798805026
771.4000494092093,158.25435596656345,7.787490687266465
747.3237624573545,100.26458801122796,7.760427858321726
692.7171087343128,62.366506231499116,5.768144399447548
615.3206281931596,240.09745782194676,8.318964334693538
548.5152775314135,187.35540460930414,7.111703590340134
655.3485047932979,140.41963812786935,6.294349942301631
785.6398794323472,65.24530615889341,5.996293339978902
721.4093744130204,100.27391224713939,6.789714085492426
575.4261221288012,287.95302802155555,8.67917843449855
717.3180925851182,156.0269812817503,8.77450214838601
738.5317379728837,120.20978437297588,8.814750436565541
611.6142563798867,156.42661270449716,8.81115091933082
715.3725105945528,233.6965517698826,7.8431925530693425
705.8208718446,102.03268095086064,6.928392833421091
585.7029702169377,53.61183627978265,5.192291633432438
735.7787360348283,175.48083550171435,7.726222397201762
756.0784526368234,199.56123104432015,6.998393693270414
808.3051243175277,213.81540088756486,8.658095634850136
805.3802052034903,264.5962772298389,7.791919385193797
562.2330632042908,111.3522362067339,6.512581129005387
606.2174960084877,22.60646886866754,6.570044964588028
751.5035267208659,287.50457508928264,8.150517961534863
751.3785950912209,130.50357823124256,8.013045044302006
751.5047686306048,186.9772529019394,9.011464638313866
1085.2731490654721,199.89159693848768,10.236367408178767
757.0890510693167,163.95411261036105,8.532716621524028
813.5565640180599,61.57725892088103,6.527526173241861
795.4001763493202,226.54291503484245,8.456178230520361
765.1391251305798,241.12559229122448,7.787938918594478
668.4730755359654,165.89267580523193,8.508684485957348
775.8969220493268,146.56834817545246,7.0047328312951125
622.7174785462428,34.181454938395596,6.025532745285777
676.3181393259991,25.18549844993515,4.332526877069767
651.4636452170896,101.86945366905861,7.51666275502411
708.1874139386323,93.25384665521797,6.640650858138384
931.4658566673509,286.09693528898134,8.505621637814906
513.2734807408252,235.08682273302892,7.671015032979911
768.6260190374513,197.97728857771799,9.135660323649525
538.7284128810348,155.29442670528152,6.8756719317380846
652.8068134210566,50.2102592179954,6.308697162974391
808.8950596967366,293.53700165528517,7.117735930792239
706.4280019095463,112.512209472063,6.291936981679042
592.2255222070694,32.07768073417344,6.071987923570362
628.4696290740031,148.13966871472383,7.437389564016056
767.9597748934676,262.199403483925,7.167537686598552
626.9633368282863,266.1873005331988,7.343041649876334
721.6458589581974,3.2897748169341767,4.48147443673586
704.5571839903814,265.8887234254199,8.130092068198055
634.8399652394182,81.44526524995756,6.025041893340506
914.3944089325325,11.691709190526922,6.440005025176822
763.3919022318012,254.3370811088623,8.473534134667299
497.48574133423926,259.1600267964625,8.225553201541885
718.6454314769428,178.869323952705,8.469377255079875
633.8213535231612,172.3301271889075,8.05702073038881
785.2433334796224,243.93608178642583,9.487956673891855
620.7479261567299,235.89286581308394,7.4839487995876315
688.5263558533101,267.03164203281125,7.230286980813308
750.4987278980457,165.82423427901105,9.189369851522438
786.5755194170122,290.29412781984263,8.81534716380583
579.9703592944223,298.8440492800015,7.802053300956311
666.5498764159051,34.963382999589776,5.057019600923644
652.5054688839044,254.86312786623662,7.509612100324313
634.6670767426288,149.9466773245767,8.307310684282811
876.5454240281097,116.26990148994963,8.946616998542748
740.4981710960956,183.9216929648145,8.858201795720102
573.9116045664955,16.78966717860211,5.300072570488625
791.7861947054776,151.93833563012396,8.889579797732454
912.2156197012633,261.267171008,9.382254488080935
803.2465260551147,64.03845484169064,6.66546696386865
